variable_only,coefficient,se,z_value,p_value,ci_low,ci_high,significant,n_coefs,direction,star_label,mode,source_root,partition,indicator,model_type,base_model,activity_type,source_summary,sig
Urbanization Rate,-0.078118486564651,0.0767191534044361,-1.0182396845913837,0.308564064319835,-0.2284880272373459,0.0722510541080438,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.1311367394648573,0.0771520558228475,-1.6997180187390788,0.0891839783861492,-0.2823547688776386,0.0200812899479239,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.1026910564324627,0.0937438087385399,1.0954436118429698,0.2733223365122879,-0.0810468086950755,0.286428921560001,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.059034868223146,0.0820637284604543,-0.7193783335300735,0.4719078428213613,-0.2198797760056365,0.1018100395593443,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0298164659967924,0.107861305659616,-0.2764333865092079,0.782215216621882,-0.2412246250896399,0.181591693096055,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.0257587001103604,0.1261123629995975,0.2042519821029969,0.8381565916219776,-0.2214215313688508,0.2729389315895717,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0284848362868139,0.103351677787278,0.2756107776541605,0.7828470308113131,-0.1740844521762511,0.231054124749879,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.001938640419236,0.0820553190871247,-0.0236260176768996,0.9811509188360448,-0.1627670658300005,0.1588897849915284,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.0761667070421851,0.0848339463402184,-0.8978328879895061,0.3692746482751595,-0.2424412418690132,0.090107827784643,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.0097954616094289,0.085482008322439,-0.1145909156986626,0.9087693804974436,-0.1773401979214095,0.1577492747025515,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.0194559259750596,0.083200281332214,0.2338444734023584,0.8151057218180839,-0.1436166254360797,0.182528477386199,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.028401947276322,0.0740412879418317,-0.3835960727565304,0.7012778512332747,-0.1735228716423122,0.116718977089668,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.0444671435231833,0.1030206318314668,0.4316333799614807,0.6660078938640123,-0.1574532948664916,0.2463875819128582,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.067473848419065,0.1171603494450912,0.5759102694609793,0.5646758338991427,-0.1621604364933139,0.2971081333314439,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0618682981512095,0.1001325425119135,0.6178640489813645,0.5366649590470522,-0.134391485172141,0.25812808147456,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,0.0667197521820703,0.0830819141002846,0.8030598825820959,0.4219401237639084,-0.0961207994544875,0.2295603038186283,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.033843461631808,0.0822643963386581,-0.4113986504256908,0.680780243343943,-0.195081678455578,0.1273947551919618,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.1121641696667371,0.0787777165172437,-1.423805799729996,0.1545026963587077,-0.2665684940405349,0.0422401547070605,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.0686310813780909,0.2741437793497854,0.2503470315499049,0.8023189882091534,-0.4686907261474885,0.6059528889036704,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.1461833541055702,0.2348326204072517,-0.6225002039838244,0.5336130096876874,-0.6064552901037836,0.3140885818926432,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.1139202218765308,0.3218587950654488,0.3539447224158207,0.7233803100313828,-0.5169230164517488,0.7447634602048104,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.1205989592658925,0.3727351208919475,-0.3235513706819514,0.7462777095668458,-0.8511597962141096,0.6099618776823247,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0155667411203543,0.302761728933859,0.0514158152523797,0.9589941826923358,-0.5778462475900092,0.608979729830718,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,0.0915710471455307,0.2521434182656977,0.3631704835897687,0.7164775352145818,-0.4026300526552368,0.5857721469462984,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.1406752807731153,0.2552393314655941,-0.5511504828246981,0.5815305213262578,-0.6409443704456796,0.359593808899449,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0784700828393358,0.2425247908271255,0.323554893385189,0.7462750421941127,-0.3968785071818301,0.5538186728605018,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0985604833565127,0.1447137245516615,-0.6810721212646803,0.4958258564557461,-0.3821993834777694,0.1850784167647438,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.1740910772440661,0.1261928227647098,-1.379564015052298,0.1677209234882274,-0.4214290098628975,0.0732468553747651,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.1288965980913747,0.1713947068487164,-0.7520453837885835,0.4520237667627499,-0.464830223514859,0.2070370273321095,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.0483197670855191,0.190590525739539,0.2535265952912737,0.7998613122459222,-0.3252376633639773,0.4218771975350156,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0405018309613994,0.1634502008591367,0.2477930938506733,0.8042944986346989,-0.2798605627225084,0.3608642246453074,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.094318455220208,0.1373409566763346,-0.686746746948066,0.4922423331556306,-0.363506730305824,0.1748698198654077,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0778075715649257,0.1337379243480412,0.5817913800010714,0.5607072109835147,-0.1843187601572349,0.3399339032870865,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.2020843261744063,0.1312545076708941,1.5396372266399414,0.1236488059745695,-0.0551745088605461,0.4593431612093588,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_all,night,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0337291199130841,0.1640828718111734,-0.2055614918289561,0.837133460138922,-0.3553315486629841,0.2878733088368158,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.2381757776149458,0.1428485810064763,-1.6673303713401784,0.0954487306779904,-0.5181589963876395,0.0418074411577479,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.2637701334449024,0.1940209977738397,-1.359492717135522,0.1739905087248098,-0.6440512890816283,0.1165110221918234,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0289597112616195,0.2142678449119321,-0.1351565899844769,0.8924880682601043,-0.4489246872890064,0.3910052647657674,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0556121349266485,0.1872325179773298,0.2970217755303705,0.7664498844652157,-0.3113636003089179,0.4225878701622149,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.1311834635231496,0.1581057279881793,-0.8297198665247443,0.4066971864439169,-0.4410706903799811,0.1787037633336818,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.1304781888104705,0.152713047106309,0.8544010566408254,0.3928828106788721,-0.168839383517895,0.4297957611388362,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.2719289307767881,0.1480415347602106,1.83684214850409,0.066233201689732,-0.0182324773532245,0.5620903389068008,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_ride,night,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,32.58215434632816,3256.4502747211977,0.0100054205031942,0.9920169626512848,-6350.06038410722,6415.224692799876,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-54.92895568055605,2773.523913043082,-0.0198047528713349,0.9841991263849956,-5491.035825244996,5381.177913883884,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,33.420906403417995,3537.534792312695,0.0094475131314733,0.992462087267949,-6900.1472865294645,6966.9890993363,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-167.22229947485553,4304.498361908015,-0.0388482664913205,0.96901136276086,-8604.039088814565,8269.594489864854,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,17.397327815761237,3480.072053549033,0.0049991286237936,0.996011289067451,-6803.543897140344,6838.338552771866,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-77.34509834048288,2698.0658151273497,-0.0286668686533994,0.9771302804864694,-5365.554095990088,5210.863899309123,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,82.95989396175867,2822.3716940523736,0.0293936812562928,0.9765506122559376,-5448.888626380894,5614.808414304412,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,58.12326540174222,2897.34756729574,0.0200608536089413,0.9839948281505836,-5620.677966497908,5736.924497301392,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_run,night,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-425.3228506931504,4051.207921236413,-0.1049866753230832,0.9163863818367726,-8365.690376316521,7515.04467493022,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-746.4120053707007,3405.7744062783777,-0.219160730080867,0.826524844695808,-7421.7298416763215,5928.905830934919,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-507.4168537781766,4409.354257981259,-0.1150773614661861,0.90838380361122,-9149.751199421446,8134.9174918650915,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-24.444156984233988,5280.376606417553,-0.0046292449963749,0.9963064100814392,-10373.982305562638,10325.093991594167,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-2340.6818640319266,4217.321617171456,-0.5550162108816862,0.5788835723235726,-10606.63223368798,5925.268505624126,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-746.3945222698552,3269.321463260981,-0.2283025791918806,0.8194110195983634,-7154.264590261378,5661.475545721668,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,939.285035957342,3442.0709543952603,0.2728836936838699,0.7849426215376208,-5807.174034657368,7685.744106572052,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,2750.196203915034,3538.042504062432,0.7773214145271627,0.4369691638223639,-4184.367104047332,9684.7595118774,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_Cluster_4,exceeded_quantity,night_walk,night,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0522706428750722,0.0301489934830915,-1.7337442095500548,0.0829634785769694,-0.1113626701019316,0.0068213843517871,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
