scenario,city_standard,indicator,heatwave_type,activity_type,city_label,period,n_days,heatwave_days,pa_loss_fraction_percent,pa_loss_fraction_low_percent,pa_loss_fraction_high_percent,annualized_asri_percent,annualized_asri_low_percent,annualized_asri_high_percent,scenario_label,indicator_label,heatwave_label,dtw4lag12_cluster,dtw4lag12_cluster_label,dtw4lag12_cluster_color
ssp370,Fort_Worth,exceeded_quantity,composite,all,Fort Worth,2025-2050,208780.0,37035.0,0.5500886957638521,0.0,1.2562787693054933,0.5622215810286112,0.0,1.3196100535450026,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Fresno,exceeded_quantity,composite,all,Fresno,2025-2050,113880.0,12790.0,0.4009760689213006,0.00012050478550739288,0.9106720988745179,0.4104036767028059,0.0001211108123140468,0.9594741777889072,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Gilbert,exceeded_quantity,composite,all,Gilbert,2025-2050,37960.0,4703.0,0.3270326065546586,0.0,0.7570910599621127,0.3331532183406448,0.0,0.789784599651018,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Henderson,exceeded_quantity,composite,all,Henderson,2025-2050,113880.0,12379.0,0.30140409366583315,0.0,0.6962024730254058,0.30726861916695514,0.0,0.7274477359200668,SSP3-7.0,Exceeded cumulative intensity,Compound,2,C2,#E39D00
ssp370,Houston,exceeded_quantity,composite,all,Houston,2025-2050,531440.0,80639.0,0.3670369607675638,0.0,0.8574724667535684,0.37314264486363097,0.0,0.8908573634766512,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Indianapolis,exceeded_quantity,composite,all,Indianapolis,2025-2050,237250.0,11901.0,0.17144908759128874,0.0,0.3945741550502862,0.17496780530439154,0.0,0.4134262598439376,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Jacksonville,exceeded_quantity,composite,all,Jacksonville,2025-2050,256230.0,33675.0,0.26602776601061695,0.0,0.6292796998649604,0.2696428405190017,0.0,0.6496201090901512,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Kansas_City,exceeded_quantity,composite,all,Kansas City,2025-2050,351130.0,55882.0,0.5262114752455218,6.311737118340785e-08,1.1977908268950568,0.5382033031099952,6.312436637988779e-08,1.2601457805812324,SSP3-7.0,Exceeded cumulative intensity,Compound,3,C3,#5EA4CE
ssp370,Las_Vegas,exceeded_quantity,composite,all,Las Vegas,2025-2050,132860.0,14762.0,0.3333655251846339,0.0,0.7656012412705759,0.340329487559069,0.0,0.8023151490903155,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Los_Angeles,exceeded_quantity,composite,all,Los Angeles,2025-2050,313170.0,3009.0,0.05126300066013781,1.1353838515558994e-05,0.11281297518461456,0.052807295594667784,1.1386912615324552e-05,0.12052826278564406,SSP3-7.0,Exceeded cumulative intensity,Compound,2,C2,#E39D00
